frame_timestamp_global,frame_timestamp_local,i_video,i_entity,label,state_left_arm_up,state_left_arm_down,state_left_leg_up,state_left_leg_down,state_right_arm_up,state_right_arm_down,state_right_leg_up,state_right_leg_down,state_jump,state_duck
2565,29,3,10,1980,down,down,down,down,down,down,down,down,down,up
2570,30,3,10,1980,down,down,down,down,down,down,down,down,down,up
2575,31,3,10,1980,down,down,down,down,down,down,down,down,down,up
2580,32,3,10,1980,down,down,down,down,down,down,down,down,down,up
2585,33,3,10,1980,down,down,down,down,down,down,down,down,up,up
2590,34,3,10,1980,down,down,down,down,down,down,down,down,down,up
2595,35,3,10,1980,down,down,down,down,down,down,down,down,down,up
2600,36,3,10,1980,down,down,down,down,down,down,down,down,down,up
2610,38,3,10,1980,down,down,down,down,down,down,down,down,up,up
2615,39,3,10,1980,down,down,down,down,down,down,down,down,down,up
2620,40,3,10,1980,up,up,down,down,up,up,down,down,up,up
2625,41,3,10,1980,up,up,down,down,up,up,down,down,down,up
2630,42,3,10,1980,up,up,down,down,up,up,down,down,up,up
2635,43,3,10,1980,up,up,down,down,up,up,down,down,down,up
2640,44,3,10,1980,up,up,down,down,up,up,down,down,up,up
2645,45,3,10,1980,down,down,down,down,down,down,down,down,down,up
2650,46,3,10,1980,down,down,down,down,up,up,down,down,up,up
2655,47,3,10,1980,down,down,down,down,up,up,down,down,down,up
2660,48,3,10,1980,down,down,down,down,up,up,down,down,up,up
2665,49,3,10,1980,up,up,down,down,up,up,down,down,down,up
2670,50,3,10,1980,down,down,down,down,up,up,up,up,down,up
2675,51,3,10,1980,down,down,down,down,up,up,up,up,up,up
2680,52,3,10,1980,down,down,down,down,down,down,down,down,down,up
2710,0,4,11,1980,up,up,down,down,up,up,down,down,up,up
2715,1,4,11,1980,down,down,down,down,up,up,down,down,down,up
2720,2,4,11,1980,down,down,down,down,up,up,down,down,down,up
2725,3,4,11,1980,up,up,down,down,up,up,down,down,down,up
2730,4,4,11,1980,up,up,down,down,down,down,down,down,down,up
2735,5,4,11,1980,up,up,down,down,down,down,down,down,down,up
2740,6,4,11,1980,up,up,down,down,up,up,down,down,down,up
2745,7,4,11,1980,up,up,down,down,up,up,down,down,down,up
2750,8,4,11,1980,up,up,down,down,up,up,down,down,down,up
2755,9,4,11,1980,up,up,down,down,down,down,down,down,down,up
2760,10,4,11,1980,up,up,down,down,down,down,down,down,down,up
2765,11,4,11,1980,up,up,down,down,down,down,down,down,down,up
2770,12,4,11,1980,up,up,down,down,up,up,down,down,down,up
2775,13,4,11,1980,up,up,down,down,up,up,down,down,down,up
2780,14,4,11,1980,up,up,down,down,up,up,down,down,down,up
2785,15,4,11,1980,down,down,down,down,up,up,down,down,down,up
2790,16,4,11,1980,up,up,down,down,up,up,down,down,down,up
2795,17,4,11,1980,up,up,down,down,up,up,down,down,down,up
2800,18,4,11,1980,up,up,down,down,up,up,down,down,down,up
2805,19,4,11,1980,up,up,down,down,up,up,down,down,down,up
2810,20,4,11,1980,up,up,down,down,up,up,down,down,down,up
2815,21,4,11,1980,up,up,down,down,up,up,down,down,down,up
2820,22,4,11,1980,up,up,down,down,up,up,down,down,down,up
2825,23,4,11,1980,up,up,down,down,up,up,down,down,down,up
2830,24,4,11,1980,up,up,down,down,up,up,down,down,down,up
2835,25,4,11,1980,down,down,down,down,down,down,down,down,down,up
2840,26,4,11,1980,down,down,down,down,down,down,down,down,down,up
2845,27,4,11,1980,down,down,down,down,down,down,down,down,down,up
2850,28,4,11,1980,down,down,down,down,down,down,down,down,down,up
2855,29,4,11,1980,down,down,down,down,down,down,down,down,down,up
2860,30,4,11,1980,down,down,down,down,down,down,down,down,down,up
2865,31,4,11,1980,down,down,down,down,down,down,down,down,down,up
2870,32,4,11,1980,down,down,down,down,down,down,down,down,down,up
2875,33,4,11,1980,down,down,down,down,down,down,down,down,down,up
2880,34,4,11,1980,down,down,down,down,down,down,down,down,down,up
2885,35,4,11,1980,down,down,down,down,down,down,down,down,down,up
2890,36,4,11,1980,down,down,down,down,down,down,up,up,down,up
2895,37,4,11,1980,down,down,down,down,down,down,down,down,down,up
2900,38,4,11,1980,down,down,down,down,down,down,down,down,down,up
2905,39,4,11,1980,down,down,down,down,down,down,up,up,down,up
2910,40,4,11,1980,down,down,down,down,down,down,up,up,down,up
2915,41,4,11,1980,down,down,down,down,down,down,down,down,down,up
2920,42,4,11,1980,down,down,up,up,down,down,down,down,down,up
2925,43,4,11,1980,down,down,down,down,down,down,down,down,up,up
2930,44,4,11,1980,down,down,down,down,down,down,down,down,down,up
2960,0,1,12,1990,up,up,up,up,down,down,up,up,down,up
2965,1,1,12,1990,down,down,up,up,down,down,down,down,down,up
2970,2,1,12,1990,up,up,up,up,up,up,up,up,down,up
2975,3,1,12,1990,up,up,up,up,up,up,down,down,down,up
2980,4,1,12,1990,up,up,up,up,up,up,down,down,down,up
2985,5,1,12,1990,up,up,down,down,down,down,down,down,up,up
2990,6,1,12,1990,up,up,down,down,down,down,down,down,down,up
2995,7,1,12,1990,up,up,down,down,up,up,up,up,down,up
3000,8,1,12,1990,up,up,down,down,down,down,down,down,up,up
3005,9,1,12,1990,up,up,down,down,up,up,down,down,down,up
3010,10,1,12,1990,up,up,up,up,up,up,down,down,up,up
3015,11,1,12,1990,up,up,down,down,up,up,down,down,down,up
3020,12,1,12,1990,up,up,down,down,up,up,down,down,down,up
3025,13,1,12,1990,up,up,down,down,up,up,down,down,down,up
3030,14,1,12,1990,up,up,down,down,up,up,up,up,down,up
3035,15,1,12,1990,down,down,down,down,up,up,down,down,down,up
3040,16,1,12,1990,down,down,up,up,up,up,down,down,down,up
3045,17,1,12,1990,up,up,down,down,up,up,down,down,down,up
3050,18,1,12,1990,up,up,down,down,down,down,down,down,down,up
3055,19,1,12,1990,up,up,down,down,up,up,down,down,down,up
3060,20,1,12,1990,down,down,down,down,up,up,down,down,down,up
3065,21,1,12,1990,down,down,down,down,up,up,down,down,down,up
3070,22,1,12,1990,up,up,up,up,up,up,down,down,down,up
3075,23,1,12,1990,up,up,down,down,up,up,down,down,down,up
3080,24,1,12,1990,up,up,down,down,up,up,down,down,down,up
3085,25,1,12,1990,down,down,down,down,down,down,down,down,down,up
3090,26,1,12,1990,up,up,down,down,up,up,down,down,down,up
3095,27,1,12,1990,up,up,down,down,up,up,down,down,down,up
3100,28,1,12,1990,up,up,down,down,up,up,down,down,down,up
3105,29,1,12,1990,up,up,down,down,up,up,down,down,down,up
3110,30,1,12,1990,down,down,down,down,down,down,down,down,down,up
3115,31,1,12,1990,up,up,down,down,down,down,down,down,down,up
3120,32,1,12,1990,down,down,down,down,down,down,down,down,down,up
3125,33,1,12,1990,down,down,down,down,down,down,down,down,down,up
3130,34,1,12,1990,up,up,down,down,down,down,down,down,down,up
3135,35,1,12,1990,down,down,down,down,up,up,up,up,down,up
3140,36,1,12,1990,down,down,down,down,up,up,down,down,down,up
3145,37,1,12,1990,up,up,down,down,down,down,down,down,down,up
3150,38,1,12,1990,up,up,down,down,down,down,down,down,down,up
3155,39,1,12,1990,up,up,down,down,up,up,down,down,down,up
3180,0,2,13,1990,up,up,down,down,up,up,down,down,down,up
3185,1,2,13,1990,down,down,down,down,up,up,down,down,down,up
3190,2,2,13,1990,down,down,down,down,up,up,down,down,down,up
3195,3,2,13,1990,down,down,down,down,up,up,down,down,down,up
3200,4,2,13,1990,up,up,down,down,up,up,down,down,down,up
3205,5,2,13,1990,up,up,down,down,up,up,down,down,down,up
3210,6,2,13,1990,up,up,down,down,down,down,down,down,down,up
3215,7,2,13,1990,up,up,down,down,down,down,down,down,down,up
3220,8,2,13,1990,up,up,down,down,down,down,down,down,down,up
3225,9,2,13,1990,up,up,down,down,down,down,down,down,down,up
3230,10,2,13,1990,up,up,down,down,up,up,down,down,down,up
3235,11,2,13,1990,down,down,down,down,down,down,down,down,down,up
3240,12,2,13,1990,down,down,down,down,down,down,down,down,down,up
3245,13,2,13,1990,up,up,down,down,down,down,down,down,down,up
3250,14,2,13,1990,up,up,down,down,up,up,down,down,down,up
3255,15,2,13,1990,down,down,down,down,up,up,down,down,down,up
3260,16,2,13,1990,down,down,down,down,up,up,down,down,down,up
3265,17,2,13,1990,down,down,down,down,up,up,down,down,down,up
3270,18,2,13,1990,down,down,down,down,up,up,down,down,down,up
3275,19,2,13,1990,down,down,down,down,down,down,down,down,down,up
3280,20,2,13,1990,down,down,down,down,down,down,down,down,down,up
3285,21,2,13,1990,down,down,down,down,down,down,down,down,down,up
3290,22,2,13,1990,down,down,down,down,down,down,down,down,down,up
3295,23,2,13,1990,down,down,up,up,down,down,down,down,down,up
3300,24,2,13,1990,down,down,down,down,down,down,down,down,down,up
3305,25,2,13,1990,up,up,down,down,down,down,down,down,down,up
3310,26,2,13,1990,down,down,down,down,down,down,down,down,down,up
3315,27,2,13,1990,up,up,down,down,down,down,down,down,down,up
3320,28,2,13,1990,down,down,down,down,down,down,down,down,down,up
3325,29,2,13,1990,down,down,down,down,down,down,down,down,down,up
3330,30,2,13,1990,down,down,down,down,down,down,down,down,down,up
3335,31,2,13,1990,down,down,up,up,down,down,down,down,down,up
3340,32,2,13,1990,down,down,up,up,down,down,up,up,down,up
3345,33,2,13,1990,down,down,up,up,down,down,up,up,down,up
3350,34,2,13,1990,down,down,up,up,down,down,up,up,down,up
3355,35,2,13,1990,up,up,up,up,down,down,up,up,down,up
3360,36,2,13,1990,up,up,up,up,down,down,down,down,down,up
3365,37,2,13,1990,up,up,up,up,down,down,down,down,down,up
3370,38,2,13,1990,down,down,down,down,down,down,down,down,down,up
3375,39,2,13,1990,down,down,down,down,down,down,down,down,down,up
3380,40,2,13,1990,down,down,down,down,down,down,down,down,down,up
3385,41,2,13,1990,down,down,down,down,down,down,down,down,down,up
3390,42,2,13,1990,down,down,down,down,down,down,down,down,down,up
3395,43,2,13,1990,down,down,down,down,down,down,up,up,down,up
3400,44,2,13,1990,down,down,down,down,down,down,down,down,down,up
3405,45,2,13,1990,down,down,down,down,down,down,down,down,down,up
3410,46,2,13,1990,down,down,down,down,down,down,down,down,down,up
3415,47,2,13,1990,up,up,down,down,down,down,down,down,down,up
3420,48,2,13,1990,down,down,down,down,down,down,down,down,down,up
3425,49,2,13,1990,down,down,down,down,down,down,down,down,down,up
3430,50,2,13,1990,down,down,down,down,down,down,down,down,down,up
3435,51,2,13,1990,down,down,up,up,down,down,down,down,down,up
3440,52,2,13,1990,down,down,down,down,down,down,down,down,down,up
3445,53,2,13,1990,down,down,down,down,down,down,down,down,down,up
3450,54,2,13,1990,up,up,down,down,up,up,down,down,down,up
3455,55,2,13,1990,up,up,down,down,up,up,down,down,down,up
3460,56,2,13,1990,up,up,down,down,up,up,down,down,down,up
3465,57,2,13,1990,down,down,down,down,down,down,down,down,down,up
3470,58,2,13,1990,down,down,down,down,down,down,down,down,down,up
3475,59,2,13,1990,up,up,down,down,up,up,down,down,down,up
3480,60,2,13,1990,up,up,down,down,up,up,down,down,down,up
3485,61,2,13,1990,up,up,down,down,up,up,down,down,down,up
3490,62,2,13,1990,up,up,down,down,up,up,down,down,down,up
3495,63,2,13,1990,down,down,down,down,down,down,down,down,down,up
3500,64,2,13,1990,up,up,down,down,up,up,down,down,down,up
3505,65,2,13,1990,down,down,down,down,up,up,down,down,down,up
3510,66,2,13,1990,down,down,up,up,up,up,down,down,down,up
3515,67,2,13,1990,up,up,down,down,up,up,down,down,down,up
3520,68,2,13,1990,down,down,up,up,up,up,down,down,down,up
3525,69,2,13,1990,up,up,up,up,up,up,up,up,down,up
3530,70,2,13,1990,up,up,up,up,up,up,up,up,down,up
3535,71,2,13,1990,up,up,up,up,down,down,up,up,down,up
3540,72,2,13,1990,up,up,down,down,down,down,up,up,down,up
3545,73,2,13,1990,up,up,up,up,up,up,down,down,down,up
3580,0,3,14,1990,down,down,down,down,down,down,down,down,down,up
3585,1,3,14,1990,down,down,down,down,down,down,up,up,down,up
3590,2,3,14,1990,down,down,down,down,down,down,up,up,down,up
3595,3,3,14,1990,down,down,down,down,down,down,down,down,down,up
3600,4,3,14,1990,up,up,down,down,down,down,down,down,down,up
3605,5,3,14,1990,down,down,down,down,up,up,up,up,down,down
3610,6,3,14,1990,down,down,up,up,down,down,up,up,down,up
3615,7,3,14,1990,down,down,down,down,up,up,up,up,down,down
3620,8,3,14,1990,down,down,down,down,up,up,up,up,down,up
3625,9,3,14,1990,up,up,down,down,up,up,up,up,down,down
3630,10,3,14,1990,up,up,down,down,up,up,up,up,down,up
3635,11,3,14,1990,up,up,down,down,up,up,up,up,down,down
3640,12,3,14,1990,up,up,down,down,up,up,down,down,down,up
3645,13,3,14,1990,up,up,down,down,up,up,down,down,down,up
3650,14,3,14,1990,up,up,down,down,up,up,down,down,down,up
3655,15,3,14,1990,down,down,down,down,down,down,down,down,down,down
3660,16,3,14,1990,down,down,down,down,down,down,up,up,down,up
3665,17,3,14,1990,down,down,down,down,down,down,up,up,down,up
3670,18,3,14,1990,down,down,down,down,down,down,down,down,down,up
3675,19,3,14,1990,up,up,down,down,up,up,down,down,down,up
3680,20,3,14,1990,up,up,down,down,up,up,down,down,down,up
3685,21,3,14,1990,up,up,down,down,up,up,down,down,down,up
3690,22,3,14,1990,up,up,down,down,up,up,down,down,down,up
3695,23,3,14,1990,down,down,up,up,up,up,down,down,down,up
3700,24,3,14,1990,down,down,up,up,up,up,down,down,down,up
3705,25,3,14,1990,down,down,up,up,down,down,down,down,down,up
3710,26,3,14,1990,down,down,up,up,up,up,up,up,down,up
3715,27,3,14,1990,down,down,up,up,up,up,up,up,down,down
3720,28,3,14,1990,up,up,up,up,up,up,up,up,down,up
3725,29,3,14,1990,up,up,up,up,up,up,up,up,down,down
3730,30,3,14,1990,up,up,up,up,up,up,up,up,down,up
3735,31,3,14,1990,up,up,up,up,down,down,up,up,down,down
3740,32,3,14,1990,up,up,down,down,down,down,up,up,down,up
3745,33,3,14,1990,up,up,up,up,down,down,up,up,down,down
3750,34,3,14,1990,up,up,down,down,up,up,up,up,down,up
3755,35,3,14,1990,down,down,up,up,up,up,up,up,down,down
3760,36,3,14,1990,up,up,up,up,up,up,up,up,down,up
3765,37,3,14,1990,down,down,down,down,up,up,up,up,down,down
3770,38,3,14,1990,up,up,down,down,up,up,down,down,down,up
3775,39,3,14,1990,up,up,down,down,up,up,down,down,down,up
3780,40,3,14,1990,down,down,down,down,up,up,down,down,down,up
3785,41,3,14,1990,down,down,down,down,down,down,down,down,down,up
3790,42,3,14,1990,down,down,down,down,down,down,down,down,down,up
3795,43,3,14,1990,down,down,down,down,down,down,down,down,down,up
3800,44,3,14,1990,down,down,down,down,down,down,down,down,down,up
3805,45,3,14,1990,down,down,down,down,down,down,down,down,down,up
3810,46,3,14,1990,down,down,up,up,down,down,down,down,down,up
3815,47,3,14,1990,down,down,up,up,down,down,down,down,down,down
3820,48,3,14,1990,down,down,up,up,down,down,down,down,down,up
3855,0,4,15,1990,up,up,down,down,up,up,down,down,down,up
3860,1,4,15,1990,up,up,down,down,up,up,down,down,down,up
3865,2,4,15,1990,up,up,down,down,up,up,down,down,down,up
3870,3,4,15,1990,up,up,down,down,up,up,down,down,down,up
3875,4,4,15,1990,down,down,down,down,down,down,down,down,down,up
3880,5,4,15,1990,down,down,down,down,down,down,down,down,down,up
3885,6,4,15,1990,down,down,down,down,down,down,down,down,down,up
3890,7,4,15,1990,down,down,down,down,down,down,down,down,down,up
3895,8,4,15,1990,down,down,down,down,down,down,down,down,down,up
3900,9,4,15,1990,down,down,down,down,down,down,down,down,down,up
3905,10,4,15,1990,down,down,down,down,down,down,down,down,down,up
3910,11,4,15,1990,down,down,down,down,up,up,down,down,down,up
3915,12,4,15,1990,down,down,down,down,up,up,down,down,down,up
3920,13,4,15,1990,down,down,down,down,down,down,down,down,down,up
3925,14,4,15,1990,down,down,down,down,down,down,down,down,down,up
3930,15,4,15,1990,down,down,down,down,down,down,down,down,down,up
3935,16,4,15,1990,up,up,down,down,down,down,down,down,down,up
3940,17,4,15,1990,up,up,down,down,down,down,down,down,down,up
3945,18,4,15,1990,down,down,down,down,down,down,down,down,down,up
3950,19,4,15,1990,up,up,down,down,up,up,down,down,down,up
3955,20,4,15,1990,up,up,down,down,up,up,down,down,down,up
3960,21,4,15,1990,down,down,down,down,up,up,down,down,down,up
3965,22,4,15,1990,up,up,down,down,up,up,down,down,down,up
3970,23,4,15,1990,down,down,down,down,up,up,down,down,down,up
3975,24,4,15,1990,up,up,down,down,up,up,down,down,down,up
3980,25,4,15,1990,up,up,down,down,up,up,down,down,down,up
3985,26,4,15,1990,down,down,down,down,down,down,down,down,down,up
3990,27,4,15,1990,up,up,down,down,up,up,down,down,down,up
3995,28,4,15,1990,up,up,down,down,up,up,down,down,down,up
4000,29,4,15,1990,up,up,down,down,down,down,down,down,down,up
4005,30,4,15,1990,up,up,down,down,up,up,down,down,down,up
4010,31,4,15,1990,up,up,down,down,up,up,down,down,down,up
4015,32,4,15,1990,up,up,down,down,up,up,down,down,down,up
4020,33,4,15,1990,down,down,down,down,down,down,down,down,down,up
4025,34,4,15,1990,down,down,down,down,up,up,down,down,down,up
4030,35,4,15,1990,down,down,down,down,down,down,down,down,down,up
4035,36,4,15,1990,down,down,up,up,down,down,down,down,down,up
4040,37,4,15,1990,down,down,down,down,down,down,down,down,down,up
4045,38,4,15,1990,down,down,down,down,down,down,down,down,down,up
4050,39,4,15,1990,down,down,down,down,down,down,down,down,down,up
4055,40,4,15,1990,down,down,down,down,down,down,down,down,down,up
4060,41,4,15,1990,down,down,down,down,down,down,down,down,down,up
4065,42,4,15,1990,down,down,down,down,down,down,down,down,down,up
4070,43,4,15,1990,down,down,down,down,down,down,down,down,down,up
4075,44,4,15,1990,down,down,down,down,down,down,up,up,down,up
4080,45,4,15,1990,down,down,down,down,down,down,down,down,down,up
4085,46,4,15,1990,down,down,down,down,down,down,up,up,down,up
4145,0,1,16,2000,down,down,down,down,up,up,down,down,down,up
4150,1,1,16,2000,down,down,down,down,down,down,up,up,down,up
4155,2,1,16,2000,up,up,down,down,down,down,down,down,down,up
4160,3,1,16,2000,down,down,down,down,down,down,down,down,down,up
4165,4,1,16,2000,down,down,down,down,down,down,down,down,down,up
4170,5,1,16,2000,up,up,down,down,down,down,down,down,down,up
4175,6,1,16,2000,down,down,down,down,down,down,down,down,down,up
4180,7,1,16,2000,down,down,up,up,up,up,down,down,down,up
4185,8,1,16,2000,up,up,down,down,down,down,down,down,down,up
4190,9,1,16,2000,up,up,down,down,down,down,down,down,down,up
4195,10,1,16,2000,up,up,down,down,up,up,down,down,down,up
4200,11,1,16,2000,up,up,down,down,up,up,down,down,down,up
4205,12,1,16,2000,up,up,down,down,up,up,down,down,down,up
4210,13,1,16,2000,up,up,down,down,up,up,down,down,down,up
4215,14,1,16,2000,up,up,down,down,up,up,down,down,down,up
4220,15,1,16,2000,up,up,down,down,up,up,down,down,down,up
4225,16,1,16,2000,up,up,down,down,up,up,down,down,down,up
4230,17,1,16,2000,up,up,down,down,up,up,down,down,down,up
4235,18,1,16,2000,up,up,down,down,up,up,down,down,down,up
4240,19,1,16,2000,up,up,up,up,up,up,down,down,down,up
4245,20,1,16,2000,up,up,down,down,up,up,down,down,down,up
4250,21,1,16,2000,up,up,down,down,up,up,down,down,down,up
4255,22,1,16,2000,down,down,down,down,up,up,down,down,down,up
4260,23,1,16,2000,down,down,down,down,down,down,down,down,down,up
4265,24,1,16,2000,up,up,down,down,up,up,down,down,down,up
4270,25,1,16,2000,up,up,down,down,up,up,down,down,down,up
4275,26,1,16,2000,up,up,down,down,up,up,up,up,down,up
4280,27,1,16,2000,up,up,down,down,up,up,down,down,down,up
4285,28,1,16,2000,up,up,down,down,up,up,down,down,down,up
4290,29,1,16,2000,down,down,down,down,down,down,down,down,down,up
4295,30,1,16,2000,down,down,down,down,down,down,down,down,down,up
4300,31,1,16,2000,down,down,down,down,down,down,down,down,down,up
4305,32,1,16,2000,up,up,down,down,up,up,down,down,down,up
4310,33,1,16,2000,up,up,down,down,up,up,down,down,down,up
4315,34,1,16,2000,down,down,up,up,up,up,up,up,down,up
4320,35,1,16,2000,up,up,up,up,up,up,up,up,down,up
4325,36,1,16,2000,up,up,down,down,up,up,up,up,down,up
4330,37,1,16,2000,up,up,down,down,down,down,up,up,down,up
4350,0,2,17,2000,down,down,up,up,up,up,up,up,down,down
4355,1,2,17,2000,down,down,up,up,up,up,down,down,down,up
4360,2,2,17,2000,down,down,up,up,down,down,up,up,down,up
4365,3,2,17,2000,down,down,up,up,up,up,down,down,down,up
4370,4,2,17,2000,up,up,up,up,up,up,up,up,down,up
4375,5,2,17,2000,down,down,down,down,down,down,down,down,down,up
4380,6,2,17,2000,down,down,up,up,down,down,down,down,down,up
4390,8,2,17,2000,up,up,up,up,down,down,down,down,down,up
4395,9,2,17,2000,up,up,down,down,down,down,down,down,down,up
4400,10,2,17,2000,up,up,down,down,down,down,down,down,down,up
4405,11,2,17,2000,up,up,down,down,down,down,down,down,down,up
4410,12,2,17,2000,up,up,down,down,down,down,down,down,down,up
4415,13,2,17,2000,up,up,down,down,down,down,down,down,down,up
4420,14,2,17,2000,up,up,down,down,up,up,down,down,down,up
4425,15,2,17,2000,up,up,down,down,up,up,down,down,down,up
4430,16,2,17,2000,down,down,down,down,up,up,down,down,down,up
4435,17,2,17,2000,up,up,down,down,up,up,down,down,down,up
4440,18,2,17,2000,up,up,down,down,up,up,down,down,down,up
4445,19,2,17,2000,down,down,down,down,down,down,down,down,down,up
4450,20,2,17,2000,down,down,down,down,down,down,down,down,down,up
4455,21,2,17,2000,down,down,down,down,down,down,down,down,down,up
4460,22,2,17,2000,down,down,down,down,down,down,down,down,down,up
4465,23,2,17,2000,down,down,down,down,up,up,down,down,down,up
4470,24,2,17,2000,down,down,down,down,up,up,down,down,down,up
4475,25,2,17,2000,up,up,down,down,down,down,down,down,down,up
4480,26,2,17,2000,up,up,down,down,up,up,down,down,down,up
4485,27,2,17,2000,up,up,down,down,up,up,down,down,down,up
4490,28,2,17,2000,up,up,down,down,down,down,down,down,down,up
4495,29,2,17,2000,up,up,up,up,up,up,down,down,down,up
4500,30,2,17,2000,up,up,up,up,up,up,down,down,down,up
4505,31,2,17,2000,up,up,down,down,up,up,down,down,down,up
4510,32,2,17,2000,up,up,up,up,up,up,down,down,down,up
4515,33,2,17,2000,up,up,down,down,up,up,down,down,down,up
4520,34,2,17,2000,up,up,down,down,up,up,down,down,down,up
4525,35,2,17,2000,up,up,down,down,down,down,down,down,down,up
4530,36,2,17,2000,down,down,down,down,down,down,down,down,down,up
4535,37,2,17,2000,up,up,down,down,down,down,down,down,down,up
4540,38,2,17,2000,up,up,down,down,up,up,down,down,down,up
4545,39,2,17,2000,up,up,down,down,down,down,down,down,down,up
4550,40,2,17,2000,up,up,down,down,up,up,down,down,down,up
4555,41,2,17,2000,up,up,down,down,up,up,down,down,down,up
4560,42,2,17,2000,up,up,down,down,up,up,up,up,down,up
4565,43,2,17,2000,up,up,down,down,up,up,up,up,down,up
4570,44,2,17,2000,up,up,down,down,down,down,down,down,down,up
4575,45,2,17,2000,up,up,down,down,up,up,down,down,down,up
4580,46,2,17,2000,up,up,down,down,up,up,down,down,down,up
4585,47,2,17,2000,up,up,down,down,down,down,down,down,down,up
4620,0,3,18,2000,down,down,up,up,down,down,down,down,down,up
4625,1,3,18,2000,down,down,down,down,down,down,down,down,down,up
4630,2,3,18,2000,up,up,down,down,up,up,down,down,down,up
4635,3,3,18,2000,up,up,down,down,up,up,down,down,down,up
4640,4,3,18,2000,up,up,down,down,up,up,down,down,down,up
4645,5,3,18,2000,up,up,down,down,up,up,down,down,down,up
4650,6,3,18,2000,down,down,down,down,down,down,up,up,down,up
4655,7,3,18,2000,up,up,down,down,up,up,down,down,down,up
4660,8,3,18,2000,up,up,down,down,up,up,down,down,down,up
4665,9,3,18,2000,down,down,down,down,down,down,down,down,down,up
4670,10,3,18,2000,down,down,down,down,down,down,down,down,down,up
4675,11,3,18,2000,down,down,down,down,down,down,down,down,down,up
4680,12,3,18,2000,down,down,up,up,down,down,up,up,down,up
4685,13,3,18,2000,down,down,down,down,down,down,down,down,down,up
4690,14,3,18,2000,down,down,down,down,down,down,down,down,down,up
4695,15,3,18,2000,down,down,down,down,down,down,down,down,down,up
4700,16,3,18,2000,down,down,down,down,up,up,down,down,down,up
4705,17,3,18,2000,up,up,down,down,down,down,down,down,down,up
4710,18,3,18,2000,down,down,down,down,up,up,down,down,down,up
4715,19,3,18,2000,down,down,down,down,up,up,down,down,down,up
4720,20,3,18,2000,down,down,down,down,up,up,down,down,down,up
4725,21,3,18,2000,down,down,down,down,down,down,down,down,down,up
4730,22,3,18,2000,down,down,up,up,down,down,down,down,down,up
4735,23,3,18,2000,down,down,up,up,down,down,down,down,down,up
4740,24,3,18,2000,down,down,down,down,down,down,down,down,down,up
4745,25,3,18,2000,down,down,down,down,down,down,down,down,down,up
4770,0,4,19,2000,down,down,down,down,down,down,down,down,down,up
4775,1,4,19,2000,down,down,down,down,up,up,down,down,down,up
4780,2,4,19,2000,down,down,down,down,down,down,down,down,down,up
4785,3,4,19,2000,down,down,down,down,down,down,down,down,down,up
4790,4,4,19,2000,up,up,down,down,down,down,down,down,down,up
4795,5,4,19,2000,up,up,down,down,down,down,down,down,down,up
4800,6,4,19,2000,up,up,down,down,down,down,down,down,down,up
4805,7,4,19,2000,down,down,down,down,down,down,down,down,down,up
4810,8,4,19,2000,down,down,down,down,down,down,down,down,down,up
4815,9,4,19,2000,up,up,down,down,up,up,down,down,down,up
4820,10,4,19,2000,down,down,down,down,down,down,down,down,down,up
4825,11,4,19,2000,up,up,down,down,up,up,down,down,down,up
4830,12,4,19,2000,up,up,down,down,up,up,down,down,down,up
4835,13,4,19,2000,up,up,down,down,up,up,down,down,down,up
4840,14,4,19,2000,up,up,down,down,up,up,down,down,down,up
4845,15,4,19,2000,down,down,down,down,down,down,down,down,down,up
4850,16,4,19,2000,up,up,down,down,up,up,down,down,down,up
4855,17,4,19,2000,down,down,up,up,down,down,down,down,down,up
4860,18,4,19,2000,down,down,down,down,down,down,down,down,down,up
4865,19,4,19,2000,up,up,down,down,up,up,down,down,down,up
4870,20,4,19,2000,down,down,down,down,down,down,down,down,down,up
4875,21,4,19,2000,down,down,down,down,down,down,down,down,down,up
4880,22,4,19,2000,down,down,down,down,down,down,down,down,down,up
4885,23,4,19,2000,down,down,down,down,down,down,down,down,down,up
4890,24,4,19,2000,down,down,down,down,up,up,down,down,down,up
4895,25,4,19,2000,down,down,down,down,down,down,down,down,down,up
4900,26,4,19,2000,down,down,down,down,down,down,down,down,down,up
4905,27,4,19,2000,up,up,down,down,down,down,down,down,down,up
4910,28,4,19,2000,down,down,down,down,down,down,down,down,down,up
4915,29,4,19,2000,down,down,down,down,down,down,down,down,down,up
4920,30,4,19,2000,down,down,down,down,down,down,down,down,down,up
4925,31,4,19,2000,down,down,down,down,down,down,down,down,down,up
4930,32,4,19,2000,down,down,down,down,up,up,down,down,down,up
4935,33,4,19,2000,up,up,down,down,up,up,down,down,down,up
4940,34,4,19,2000,up,up,down,down,up,up,down,down,down,up
4945,35,4,19,2000,up,up,up,up,up,up,down,down,down,up
4950,36,4,19,2000,down,down,down,down,up,up,down,down,down,up
4955,37,4,19,2000,down,down,down,down,up,up,down,down,down,up
4960,38,4,19,2000,down,down,down,down,down,down,down,down,down,up
4965,39,4,19,2000,down,down,down,down,down,down,down,down,down,up
4970,40,4,19,2000,down,down,down,down,down,down,down,down,down,up
4975,41,4,19,2000,down,down,down,down,down,down,up,up,down,up
4980,42,4,19,2000,down,down,up,up,down,down,up,up,down,up
4985,43,4,19,2000,down,down,up,up,down,down,up,up,down,up
